temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,timestamp,european_aqi,us_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,sunrise,sunset,is_daylight,city
33.4,55,37.3,0.0,0.0,0,11.2,0.176,2026-08-28 16:00:00,87,168,1.3,37.3,56.2,3.8,13.2,439.0,185.0,2026-08-28 05:56:00,2026-08-28 18:50:00,True,Chandigarh
33.1,59,37.8,0.0,0.0,0,9.4,0.169,2026-08-28 17:00:00,86,173,0.35,42.3,73.8,6.0,12.5,547.0,167.0,2026-08-28 05:56:00,2026-08-28 18:50:00,True,Chandigarh
31.1,70,37.2,0.0,0.0,1,4.5,0.169,2026-08-28 18:00:00,86,173,0.0,42.5,67.8,10.1,13.1,686.0,151.0,2026-08-28 05:56:00,2026-08-28 18:50:00,True,Chandigarh
30.0,74,35.9,0.1,0.1,51,4.1,0.169,2026-08-28 19:00:00,86,169,0.0,45.6,66.6,16.0,13.8,853.0,129.0,2026-08-28 05:56:00,2026-08-28 18:50:00,False,Chandigarh
29.5,74,35.2,0.0,0.0,1,4.2,0.169,2026-08-28 20:00:00,86,160,0.0,49.8,68.2,22.0,14.5,1024.0,107.0,2026-08-28 05:56:00,2026-08-28 18:50:00,False,Chandigarh
29.4,76,35.4,0.0,0.0,0,3.1,0.169,2026-08-28 21:00:00,85,151,0.0,55.5,73.8,28.3,15.0,1227.0,87.0,2026-08-28 05:56:00,2026-08-28 18:50:00,False,Chandigarh
29.0,77,34.9,0.0,0.0,0,3.1,0.17,2026-08-28 22:00:00,85,151,0.0,61.5,81.5,34.7,15.3,1435.0,67.0,2026-08-28 05:56:00,2026-08-28 18:50:00,False,Chandigarh
28.9,82,35.3,0.0,0.0,0,3.6,0.177,2026-08-28 23:00:00,85,151,0.0,66.4,87.3,39.3,15.4,1545.0,52.0,2026-08-28 05:56:00,2026-08-28 18:50:00,False,Chandigarh
28.3,84,34.7,0.0,0.0,0,3.2,0.177,2026-08-29 00:00:00,85,150,0.0,68.7,91.7,40.4,15.1,1499.0,43.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
27.9,84,34.0,0.0,0.0,0,4.0,0.177,2026-08-29 01:00:00,84,150,0.0,69.4,94.1,39.6,14.4,1354.0,39.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
27.6,84,33.5,0.0,0.0,0,4.2,0.177,2026-08-29 02:00:00,84,149,0.0,71.7,96.4,39.7,13.6,1181.0,33.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
27.3,84,33.1,0.0,0.0,0,3.9,0.177,2026-08-29 03:00:00,84,149,0.0,75.7,98.5,43.6,11.9,958.0,18.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
27.0,86,32.9,0.0,0.0,0,3.4,0.177,2026-08-29 04:00:00,85,150,0.0,78.2,97.6,48.5,10.1,707.0,3.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
28.3,80,34.1,0.0,0.0,1,4.3,0.173,2026-08-29 05:00:00,85,150,0.0,72.2,113.9,27.0,16.6,556.0,51.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
27.6,83,32.8,0.1,0.1,51,8.2,0.174,2026-08-29 06:00:00,85,150,0.1,71.5,111.8,22.8,18.4,610.0,71.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
28.5,83,34.5,0.0,0.0,0,5.9,0.174,2026-08-29 07:00:00,84,149,0.65,66.8,107.1,16.9,20.8,765.0,99.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
29.7,77,35.7,0.0,0.0,0,6.7,0.174,2026-08-29 08:00:00,84,148,1.9,61.2,107.1,11.7,21.8,837.0,126.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
30.9,70,36.2,0.2,0.2,51,9.1,0.174,2026-08-29 09:00:00,84,150,3.75,57.6,101.3,8.0,20.1,723.0,150.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
31.8,68,37.8,0.2,0.2,51,8.1,0.174,2026-08-29 10:00:00,85,150,5.75,53.3,93.8,5.1,17.0,525.0,174.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
33.2,59,38.7,0.1,0.1,51,10.9,0.177,2026-08-29 11:00:00,85,150,7.15,50.8,90.3,3.1,14.4,372.0,189.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
33.6,57,39.3,0.0,0.0,1,11.8,0.174,2026-08-29 12:00:00,85,151,7.4,47.8,86.8,2.2,13.0,305.0,192.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
34.0,55,39.5,0.0,0.0,1,10.7,0.171,2026-08-29 13:00:00,85,151,6.35,46.4,85.0,2.2,12.1,281.0,188.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
34.0,55,39.1,0.2,0.2,51,11.5,0.17,2026-08-29 14:00:00,86,151,4.5,45.1,81.7,2.8,11.5,303.0,182.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
33.7,56,37.9,0.2,0.2,51,11.9,0.169,2026-08-29 15:00:00,86,151,2.85,46.7,84.5,3.2,10.9,378.0,179.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
33.2,58,37.6,0.2,0.2,51,10.9,0.169,2026-08-29 16:00:00,86,158,1.05,46.1,84.3,4.2,10.5,498.0,174.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
32.1,68,37.9,0.2,0.2,51,7.5,0.183,2026-08-29 17:00:00,86,165,0.3,50.2,87.8,6.5,10.7,641.0,167.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
30.3,78,37.4,0.1,0.1,51,1.9,0.184,2026-08-29 18:00:00,87,168,0.0,52.7,89.9,10.6,11.6,800.0,153.0,2026-08-29 05:57:00,2026-08-29 18:49:00,True,Chandigarh
29.4,80,36.1,0.0,0.0,0,2.7,0.184,2026-08-29 19:00:00,87,165,0.0,54.4,83.4,16.4,12.9,983.0,133.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
28.7,83,34.8,0.1,0.1,51,6.8,0.184,2026-08-29 20:00:00,87,156,0.0,50.5,66.4,21.6,14.0,1185.0,114.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
28.4,86,35.2,0.0,0.0,1,2.2,0.185,2026-08-29 21:00:00,87,153,0.0,50.1,59.3,25.5,15.0,1490.0,100.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
28.0,88,34.8,0.0,0.0,3,2.9,0.185,2026-08-29 22:00:00,87,152,0.0,52.7,58.7,28.9,15.9,1815.0,87.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
28.5,87,35.5,0.0,0.0,3,2.8,0.179,2026-08-29 23:00:00,87,152,0.0,52.5,57.2,31.6,16.3,1908.0,75.0,2026-08-29 05:57:00,2026-08-29 18:49:00,False,Chandigarh
27.7,89,34.5,0.0,0.0,3,2.3,0.179,2026-08-30 00:00:00,86,152,0.0,52.0,56.3,33.7,15.7,1560.0,63.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
27.4,89,34.1,0.0,0.0,3,1.7,0.179,2026-08-30 01:00:00,86,151,0.0,51.9,56.3,35.2,14.6,981.0,52.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
27.5,87,33.8,0.0,0.0,3,3.1,0.18,2026-08-30 02:00:00,85,151,0.0,53.3,58.7,36.2,13.7,545.0,43.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
27.3,87,33.3,0.0,0.0,1,4.3,0.18,2026-08-30 03:00:00,85,150,0.0,55.2,62.2,37.4,12.9,420.0,35.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
27.2,87,33.1,0.0,0.0,0,4.7,0.18,2026-08-30 04:00:00,84,149,0.0,56.5,65.7,37.9,12.2,439.0,29.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
26.9,97,34.1,0.0,0.0,0,3.1,0.178,2026-08-30 05:00:00,83,146,0.0,65.0,94.1,26.1,22.0,472.0,79.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
26.8,96,33.3,0.0,0.0,0,6.6,0.179,2026-08-30 06:00:00,83,146,0.1,66.6,98.5,21.0,23.0,492.0,94.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
28.4,88,35.4,0.0,0.0,0,3.5,0.179,2026-08-30 07:00:00,83,145,0.65,63.3,111.8,13.9,24.2,528.0,114.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
30.0,77,36.7,0.0,0.0,0,2.1,0.178,2026-08-30 08:00:00,83,145,1.95,59.8,119.2,8.2,24.1,533.0,132.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
31.2,69,37.2,0.0,0.0,0,4.7,0.177,2026-08-30 09:00:00,83,145,3.7,56.0,117.8,5.2,21.3,477.0,144.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
32.0,66,38.1,0.3,0.3,51,5.2,0.177,2026-08-30 10:00:00,83,144,5.6,50.6,109.2,3.5,17.1,392.0,153.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
33.0,58,39.1,0.1,0.1,51,4.3,0.184,2026-08-30 11:00:00,83,144,7.5,49.2,106.6,2.5,13.9,325.0,161.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
33.7,56,39.9,0.0,0.0,0,6.5,0.181,2026-08-30 12:00:00,82,144,7.7,48.0,102.0,2.0,12.9,289.0,171.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
34.2,53,40.1,0.0,0.0,0,7.6,0.178,2026-08-30 13:00:00,82,144,6.35,49.0,102.2,2.1,13.0,271.0,180.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
34.1,53,39.6,0.1,0.1,51,7.4,0.175,2026-08-30 14:00:00,83,144,4.25,49.2,99.9,2.5,13.0,288.0,185.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
33.4,57,38.4,0.3,0.3,51,6.1,0.175,2026-08-30 15:00:00,83,145,1.45,49.2,99.4,2.8,12.4,353.0,184.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
30.7,74,36.8,1.4,1.4,61,7.3,0.187,2026-08-30 16:00:00,83,145,0.9,52.5,106.2,3.4,11.8,452.0,179.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
27.3,95,33.7,0.8,0.8,53,9.4,0.163,2026-08-30 17:00:00,83,154,0.15,64.3,143.9,6.1,10.3,561.0,157.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
26.9,96,33.3,1.3,1.3,61,7.3,0.179,2026-08-30 18:00:00,83,156,0.0,54.4,104.3,9.3,10.1,699.0,143.0,2026-08-30 05:57:00,2026-08-30 18:48:00,True,Chandigarh
26.2,95,31.7,1.5,1.5,61,10.3,0.199,2026-08-30 19:00:00,84,154,0.0,46.6,79.4,13.8,9.8,846.0,123.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
26.5,93,32.6,0.1,0.1,51,4.9,0.2,2026-08-30 20:00:00,83,148,0.0,45.6,66.4,17.9,9.7,926.0,105.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
26.2,95,32.4,0.5,0.5,53,4.8,0.206,2026-08-30 21:00:00,83,146,0.0,45.1,59.0,20.9,10.1,891.0,91.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
25.7,96,31.3,0.4,0.4,51,7.1,0.211,2026-08-30 22:00:00,83,145,0.0,45.4,56.0,23.5,10.8,787.0,78.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
27.3,97,34.6,4.7,4.7,63,3.9,0.215,2026-08-30 23:00:00,83,145,0.0,47.3,56.9,25.7,11.1,679.0,67.0,2026-08-30 05:57:00,2026-08-30 18:48:00,False,Chandigarh
29.1,86,36.1,0.0,0.0,1,4.8,0.203,2026-08-25 00:00:00,101,165,0.0,139.7,170.0,91.5,20.3,1328.0,7.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
28.8,86,35.6,0.0,0.0,0,4.7,0.204,2026-08-25 01:00:00,102,166,0.0,130.9,156.5,75.9,17.0,1261.0,12.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
28.5,87,35.4,0.0,0.0,0,4.3,0.204,2026-08-25 02:00:00,104,167,0.0,118.0,142.0,62.3,14.2,1235.0,17.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
28.2,89,35.2,0.0,0.0,0,3.6,0.204,2026-08-25 03:00:00,104,168,0.0,111.5,133.2,55.2,12.7,1327.0,15.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
27.8,91,34.7,0.0,0.0,0,4.2,0.204,2026-08-25 04:00:00,105,168,0.0,109.4,129.9,50.1,11.7,1459.0,12.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
28.7,87,35.6,0.0,0.0,0,4.3,0.2,2026-08-25 05:00:00,105,168,0.0,164.4,197.0,92.4,18.4,1495.0,0.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
28.0,89,34.4,0.0,0.0,0,6.6,0.2,2026-08-25 06:00:00,106,170,0.1,167.6,195.6,71.0,17.6,1352.0,34.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
28.4,88,35.3,0.0,0.0,0,4.6,0.2,2026-08-25 07:00:00,108,171,0.65,140.2,162.1,41.3,16.5,1112.0,81.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
29.8,83,36.8,0.0,0.0,0,5.1,0.199,2026-08-25 08:00:00,109,172,1.95,79.2,104.5,18.2,15.4,888.0,122.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
31.6,74,38.5,0.0,0.0,0,5.3,0.198,2026-08-25 09:00:00,110,173,3.85,61.2,87.1,8.2,14.5,706.0,149.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
32.9,67,40.2,0.0,0.0,0,2.8,0.195,2026-08-25 10:00:00,110,173,5.8,53.6,79.4,4.8,13.6,539.0,169.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
33.5,60,40.9,0.0,0.0,1,1.4,0.192,2026-08-25 11:00:00,110,173,7.3,47.4,72.6,3.1,12.7,417.0,184.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
34.1,58,41.7,0.0,0.0,0,1.9,0.189,2026-08-25 12:00:00,110,173,7.75,44.4,68.2,1.6,11.7,364.0,195.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
34.6,55,41.5,0.0,0.0,1,4.4,0.185,2026-08-25 13:00:00,110,173,6.9,43.3,65.9,1.8,10.8,356.0,200.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
34.8,53,41.2,0.0,0.0,0,5.2,0.18,2026-08-25 14:00:00,110,173,5.25,42.4,63.8,3.1,10.0,357.0,199.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
34.7,53,40.1,0.0,0.0,0,6.1,0.177,2026-08-25 15:00:00,110,173,3.35,41.8,61.9,4.7,9.4,323.0,190.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
34.2,56,39.4,0.0,0.0,0,5.5,0.174,2026-08-25 16:00:00,110,173,1.6,42.0,60.3,7.5,8.9,298.0,175.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
34.0,58,39.7,0.0,0.0,0,4.6,0.184,2026-08-25 17:00:00,110,173,0.45,54.7,77.1,13.0,10.1,373.0,166.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
33.0,67,40.2,0.0,0.0,0,1.4,0.183,2026-08-25 18:00:00,111,174,0.05,62.9,81.3,25.2,11.5,634.0,137.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
31.4,75,38.9,0.0,0.0,0,1.2,0.183,2026-08-25 19:00:00,111,174,0.0,75.9,93.4,42.0,13.3,996.0,96.0,2026-08-25 06:01:00,2026-08-25 19:03:00,True,Amritsar
30.4,80,37.8,0.0,0.0,0,3.1,0.183,2026-08-25 20:00:00,112,174,0.0,90.6,107.1,54.2,14.5,1292.0,63.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
29.9,83,37.2,0.0,0.0,0,3.1,0.184,2026-08-25 21:00:00,112,175,0.0,102.4,117.1,58.3,14.6,1470.0,46.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
29.3,83,36.3,0.0,0.0,0,3.8,0.184,2026-08-25 22:00:00,112,175,0.0,109.0,122.0,57.8,13.9,1581.0,37.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
29.6,83,36.6,0.0,0.0,0,4.7,0.188,2026-08-25 23:00:00,112,175,0.0,105.9,117.3,54.0,13.0,1616.0,33.0,2026-08-25 06:01:00,2026-08-25 19:03:00,False,Amritsar
29.0,84,35.6,0.0,0.0,0,5.8,0.188,2026-08-26 00:00:00,111,174,0.0,91.7,101.5,44.7,11.5,1536.0,36.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
28.8,83,35.2,0.0,0.0,0,5.1,0.188,2026-08-26 01:00:00,110,173,0.0,82.4,91.5,32.2,9.7,1379.0,44.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
28.4,85,34.9,0.0,0.0,0,4.2,0.189,2026-08-26 02:00:00,108,171,0.0,81.3,90.3,24.5,8.4,1248.0,48.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
28.0,87,34.5,0.0,0.0,0,5.0,0.189,2026-08-26 03:00:00,107,170,0.0,85.2,95.2,27.1,8.1,1196.0,39.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
27.8,89,34.3,0.0,0.0,0,4.5,0.189,2026-08-26 04:00:00,106,169,0.0,93.4,104.1,34.6,8.4,1170.0,25.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
28.2,93,35.6,0.0,0.0,0,5.1,0.187,2026-08-26 05:00:00,105,169,0.0,118.7,132.7,47.5,11.1,1115.0,20.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
27.8,95,35.2,0.0,0.0,0,4.7,0.188,2026-08-26 06:00:00,104,167,0.1,122.5,137.4,40.4,10.8,1002.0,41.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
28.9,91,36.6,0.0,0.0,0,4.0,0.188,2026-08-26 07:00:00,102,166,0.6,117.1,129.5,30.3,10.5,860.0,71.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
30.6,82,38.1,0.0,0.0,0,4.4,0.187,2026-08-26 08:00:00,102,165,1.7,95.0,109.7,21.3,10.9,724.0,104.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
32.0,71,38.8,0.0,0.0,0,5.1,0.185,2026-08-26 09:00:00,102,166,3.45,75.4,92.9,14.3,12.8,596.0,143.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
32.8,67,39.9,0.1,0.1,51,3.7,0.184,2026-08-26 10:00:00,103,166,5.1,68.9,88.9,8.3,15.5,474.0,185.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
33.8,59,40.4,0.1,0.1,51,5.1,0.185,2026-08-26 11:00:00,103,167,6.5,63.6,86.1,4.2,17.1,388.0,216.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
34.4,57,41.4,0.0,0.0,0,5.3,0.181,2026-08-26 12:00:00,104,167,6.9,59.4,82.9,2.4,16.7,354.0,232.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
34.9,54,41.6,0.0,0.0,0,5.6,0.177,2026-08-26 13:00:00,104,168,6.3,55.8,77.8,2.4,15.3,356.0,237.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
35.2,52,41.3,0.0,0.0,0,6.8,0.173,2026-08-26 14:00:00,105,168,4.95,54.2,75.0,3.6,14.0,370.0,233.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
35.2,52,40.4,0.0,0.0,0,7.7,0.169,2026-08-26 15:00:00,105,168,3.1,52.9,72.6,4.7,12.8,391.0,220.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
34.6,54,39.3,0.0,0.0,0,8.9,0.166,2026-08-26 16:00:00,105,188,1.5,53.4,70.1,6.9,11.6,424.0,198.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
34.4,57,39.4,0.0,0.0,0,9.7,0.154,2026-08-26 17:00:00,106,201,0.5,57.5,75.4,12.3,11.8,459.0,169.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
32.8,62,37.9,0.0,0.0,0,8.7,0.153,2026-08-26 18:00:00,106,203,0.05,62.9,78.7,26.0,13.5,481.0,141.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
31.9,63,36.7,0.0,0.0,0,8.4,0.152,2026-08-26 19:00:00,106,200,0.0,75.2,91.7,45.1,16.0,505.0,102.0,2026-08-26 06:02:00,2026-08-26 19:01:00,True,Amritsar
31.1,68,36.8,0.0,0.0,0,4.7,0.152,2026-08-26 20:00:00,106,182,0.0,92.0,108.7,60.9,17.8,562.0,69.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
30.2,76,36.9,0.0,0.0,0,2.6,0.152,2026-08-26 21:00:00,106,169,0.0,109.7,126.7,71.5,18.7,682.0,46.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
29.4,81,36.3,0.0,0.0,0,2.8,0.153,2026-08-26 22:00:00,106,169,0.0,127.6,143.4,78.9,19.1,835.0,29.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
30.6,79,37.8,0.0,0.0,0,3.5,0.153,2026-08-26 23:00:00,107,170,0.0,128.5,142.5,80.4,18.7,959.0,19.0,2026-08-26 06:02:00,2026-08-26 19:01:00,False,Amritsar
29.9,81,36.8,0.0,0.0,1,4.3,0.153,2026-08-27 00:00:00,107,171,0.0,119.2,131.8,72.1,17.0,1026.0,18.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
29.5,81,36.4,0.0,0.0,1,2.2,0.154,2026-08-27 01:00:00,108,171,0.0,110.4,121.5,57.9,14.5,1064.0,24.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
28.8,88,36.0,0.0,0.0,0,3.3,0.154,2026-08-27 02:00:00,109,172,0.0,106.9,117.6,46.9,12.5,1092.0,28.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
28.0,93,34.7,0.0,0.0,0,8.4,0.154,2026-08-27 03:00:00,110,173,0.0,106.6,117.1,44.1,11.4,1129.0,23.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
27.0,89,32.0,0.0,0.0,0,12.0,0.154,2026-08-27 04:00:00,111,174,0.0,104.8,115.0,44.5,10.7,1157.0,16.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
26.0,94,31.5,0.0,0.0,1,8.1,0.183,2026-08-27 05:00:00,111,174,0.0,65.4,82.0,36.6,14.1,1137.0,41.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
26.2,93,31.9,0.2,0.2,51,7.0,0.185,2026-08-27 06:00:00,109,172,0.1,71.0,82.9,30.1,12.5,1037.0,58.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
26.9,92,33.0,0.0,0.0,0,6.7,0.186,2026-08-27 07:00:00,108,171,0.65,66.1,73.3,20.9,10.3,890.0,82.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
28.4,86,35.0,0.0,0.0,0,4.8,0.185,2026-08-27 08:00:00,106,169,1.9,62.2,69.8,13.3,8.9,757.0,107.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
30.5,75,36.9,0.0,0.0,0,4.7,0.184,2026-08-27 09:00:00,105,168,3.85,57.6,68.9,8.6,9.1,658.0,133.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
32.2,67,38.9,0.0,0.0,0,4.1,0.181,2026-08-27 10:00:00,104,168,5.9,55.1,70.8,5.5,10.1,574.0,161.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
34.3,55,41.5,0.0,0.0,0,1.0,0.18,2026-08-27 11:00:00,104,167,7.05,53.1,75.0,3.4,10.9,506.0,182.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
35.1,51,41.4,0.0,0.0,0,4.3,0.176,2026-08-27 12:00:00,104,167,6.85,51.8,81.7,2.3,11.2,451.0,196.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
35.3,50,41.3,0.0,0.0,0,7.1,0.171,2026-08-27 13:00:00,103,167,6.1,51.6,86.4,2.4,11.4,412.0,203.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
35.4,50,40.9,0.0,0.0,0,8.0,0.167,2026-08-27 14:00:00,103,167,4.7,51.7,86.6,3.4,11.5,398.0,204.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
35.4,50,40.4,0.0,0.0,0,6.7,0.164,2026-08-27 15:00:00,103,167,3.0,51.9,86.4,4.4,11.2,392.0,198.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
35.3,50,40.2,0.0,0.0,0,4.6,0.161,2026-08-27 16:00:00,103,167,1.4,51.9,84.8,6.4,10.8,412.0,184.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
34.8,58,40.6,0.0,0.0,0,6.9,0.15,2026-08-27 17:00:00,103,170,0.45,56.6,85.2,12.4,10.9,513.0,164.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
33.2,66,39.9,0.0,0.0,0,5.3,0.15,2026-08-27 18:00:00,103,175,0.05,64.3,88.9,25.9,12.0,794.0,132.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
32.1,71,39.2,0.0,0.0,0,2.9,0.15,2026-08-27 19:00:00,103,171,0.0,76.8,101.0,43.5,13.7,1157.0,93.0,2026-08-27 06:02:00,2026-08-27 19:00:00,True,Amritsar
31.1,78,38.2,0.0,0.0,0,5.0,0.149,2026-08-27 20:00:00,103,167,0.0,88.9,112.5,57.2,14.9,1367.0,61.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
30.3,80,37.2,0.0,0.0,0,6.2,0.149,2026-08-27 21:00:00,103,167,0.0,97.6,120.1,64.2,15.4,1275.0,43.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
29.6,83,36.1,0.0,0.0,0,7.7,0.149,2026-08-27 22:00:00,103,166,0.0,103.1,124.8,67.3,15.5,1029.0,33.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
29.8,87,37.2,0.0,0.0,0,6.6,0.149,2026-08-27 23:00:00,102,166,0.0,105.9,126.2,67.9,15.1,841.0,26.0,2026-08-27 06:02:00,2026-08-27 19:00:00,False,Amritsar
